,CH,IT,DE,ES,AT,SE,UK,FR,CZ,PL,BE,NO
0,592.8797232428917,641.2222874420364,326.0128412357343,275.4698719001196,68.14743204057828,9.468981778476953,289.1189073242257,669.6088733780098,17.295290521647967,115.51586089445198,46.91614834902565,212.03762053562784
1,592.8967391389617,626.8665986441091,327.09503533318735,275.473865801616,67.96324576651526,9.442839406536171,289.05051218450296,669.3256951516236,17.2624721403673,115.92723723629489,46.72253155121715,212.28576763095947
2,593.6199309533966,630.9368745649813,327.51242950556497,275.5996105477041,67.88376767067129,9.285795098242353,289.00644582239545,669.4646892192114,17.283071590585,116.18020562851096,46.28004420392182,211.37149605774664
3,594.3385735663937,626.0439056559158,328.0087711417907,275.7887198547818,67.80224720713515,9.066398772220635,288.94552768210207,670.7274771391762,17.277970660093285,116.5568063022543,46.54298054816489,210.38985890123678
4,594.9074797814984,630.3920640226714,328.80710896209496,275.72820918903653,67.71108723410275,8.86843136480989,288.88097926645787,671.4334955721374,17.247605022655957,116.76185257147861,46.83055294799889,210.6126838260376
5,595.7647372102795,627.8561345259461,331.6994450862862,275.89723947429127,67.63872162719838,8.726486274753109,288.82205869552894,672.3833433496567,17.21823710108229,117.08773533888646,47.03611237578817,210.4202853813435
6,596.504741729419,626.2069858782937,334.4810752247935,275.9500061763232,67.57258899441159,8.623426117467863,288.76451707781985,672.4743916312185,17.183282539306816,117.87958993984726,46.99900138610796,209.23608718690718
7,597.2169975033868,610.2436099925302,340.13668061117164,275.9888362315981,67.50880455022387,8.529329253454323,288.7444076970283,672.7441420669431,17.132007168377047,120.40589616218881,47.104508698118494,208.848141530083
8,597.0627281137984,597.3161990048958,345.0488833177747,275.9403964910554,67.41914510584664,8.45620453621696,288.710859147912,672.374701491384,17.09564918301344,128.63404886883816,47.04358627021308,208.02931368311062
9,597.3621873877964,588.5660841978151,354.1548727691851,275.8617279268432,67.41927370517756,8.396096485055526,288.6668711186834,672.0064325470162,17.14174886787477,134.95398070450386,47.06040018305761,206.66272636252077
10,598.4075254669959,582.5243740026474,366.7143867315906,275.79837317333727,67.52605608366764,8.34832494593381,288.6430665804283,671.786782880998,17.24874115556153,138.03795018385622,47.101634698046006,205.14026687484767
11,600.3761308563139,577.1985086267208,381.9110426016946,276.0816366334568,67.80317922196224,8.316205708681434,288.60641647678824,672.4508561222094,17.40605186165463,141.89398041482838,47.15166260733027,203.8690996319453
12,604.8226910384503,572.559219737726,395.7346772803551,277.9683545258382,68.33247082783976,8.296291159182433,288.5708254926804,676.9517521393645,17.648074815926872,145.53307525864994,47.395103144175664,202.71976711328645
13,609.4121878624078,568.0068635474734,406.2673040097705,280.0846367515731,68.89664856020818,8.281792055376739,288.52695212191816,682.0534852656149,17.87440863258479,148.9161559003012,47.790648235274666,201.61128987693044
14,612.7487436525686,563.3266400932861,414.4637847428003,281.3606849525326,69.35482535600234,8.268413036232173,288.4713084008172,685.8171401915131,18.081151526198905,152.8236848937998,48.41034353974594,200.57847002410227
15,614.2017589576208,558.5295901185889,420.45192411605785,281.66983018283236,69.47946815120739,8.250217139018986,288.4196108767612,687.543984322911,18.22336935865425,156.4398723664719,49.05623359674076,199.62780000956232
16,614.711582240041,553.85035292951,425.4915554618879,281.3198512498657,69.58378496771086,8.23068567546979,288.3693010465259,687.6302805527502,18.376714775308624,159.06714898960578,49.66879950819023,198.76425582490884
17,615.3466626324512,549.6478678660403,429.7513593361745,281.0149146282612,69.73109736852734,8.21055109949727,288.3200868968809,687.1431517040828,18.52779195996235,160.78079796335436,49.81296508411428,197.98679705351114
18,616.165360205104,545.8855838729769,432.39990522894135,280.7659710617592,69.9266601426794,8.19238277283598,288.26987685297786,686.4930411324224,18.683458085976305,162.00074792740534,49.73761269436871,197.28056323742229
19,618.4222656553477,542.5082874173556,436.0999907224822,280.5934798203693,70.33466035687007,8.17645082392803,288.21952016006134,686.2839526135659,18.948544733290618,164.13600510517992,49.80599767455776,196.66063571030634
20,620.87365662359,539.4339111559314,438.7640904394787,280.3986905432028,70.78727191968387,8.16180045108253,288.1731853045378,685.9649244756653,19.159887934910177,166.42190048171517,49.909842094052436,196.090894591118
21,623.7519918186562,536.6315069622096,439.13731916883097,280.2648893448175,71.29738842187945,8.148481930313897,288.1268528126554,685.7955467542482,19.36453094473768,168.57166076922414,49.97704040151401,195.5822379169377
